
Importing updates of last 6 months into SourceData : XPAR_PDF.db.
Checking updates from 20170213 and adding to XPAR_PDF.db...

('SUSQUEHANNA INTERNATIONALHOLDINGS LLC', 'CGG', 'FR0013181864', 0.72, '20170810', 'XPAR', '20170813_21h32')
[('BLACKROCK INVESTMENT MANAGEMENT UK LIMITED', 'AIR FRANCE-KLM', 1.53, '20170301'), ('BLACKROCK INVESTMENT MANAGEMENT UK LIMITED', 'AIR FRANCE-KLM', 1.39, '20170306'), ('BLACKROCK INVESTMENT MANAGEMENT UK LIMITED', 'AIR FRANCE-KLM', 1.08, '20170308'), ('BLACKROCK INVESTMENT MANAGEMENT UK LIMITED', 'AIR FRANCE-KLM', 0.98, '20170309'), ('BLACKROCK INVESTMENT MANAGEMENT UK LIMITED', 'AIR FRANCE-KLM', 1.0, '20170426'), ('BLACKROCK INVESTMENT MANAGEMENT UK LIMITED', 'AIR FRANCE-KLM', 0.99, '20170512'), ('BLACKROCK INVESTMENT MANAGEMENT UK LIMITED', 'AIR FRANCE-KLM', 1.01, '20170516'), ('BLACKROCK INVESTMENT MANAGEMENT UK LIMITED', 'AIR FRANCE-KLM', 0.96, '20170525'), ('BLACKROCK INVESTMENT MANAGEMENT UK LIMITED', 'AIR FRANCE-KLM', 0.86, '20170602'), ('BLACKROCK INVESTMENT MANAGEMENT UK LIMITED', 'AIR FRANCE-KLM', 0.77, '20170613'), ('BLACKROCK INVESTMENT MANAGEMENT UK LIMITED', 'AIR FRANCE-KLM', 0.44, '20170614'), ('BLACKROCK INVESTMENT MANAGEMENTUK LIMITED', 'AIR FRANCE-KLM', 0.99, '20170512'), ('BLACKROCK INVESTMENT MANAGEMENTUK LIMITED', 'AIR FRANCE-KLM', 1.01, '20170516'), ('BLACKROCK INVESTMENT MANAGEMENTUK LIMITED', 'AIR FRANCE-KLM', 0.96, '20170525'), ('BLACKROCK INVESTMENT MANAGEMENTUK LIMITED', 'AIR FRANCE-KLM', 0.86, '20170602'), ('BLACKROCK INVESTMENT MANAGEMENTUK LIMITED', 'AIR FRANCE-KLM', 0.77, '20170613'), ('BLACKROCK INVESTMENT MANAGEMENTUK LIMITED', 'AIR FRANCE-KLM', 0.44, '20170614'), ('OCH-ZIFF MANAGEMENT EUROPE LIMITED', 'AIR FRANCE-KLM', 0.73, '20170717'), ('OCH-ZIFF MANAGEMENT EUROPE LIMITED', 'AIR FRANCE-KLM', 0.86, '20170718'), ('OCH-ZIFF MANAGEMENT EUROPE LIMITED', 'AIR FRANCE-KLM', 1.04, '20170719'), ('OCH-ZIFF MANAGEMENT EUROPE LIMITED', 'AIR FRANCE-KLM', 0.88, '20170720'), ('OCH-ZIFF MANAGEMENT EUROPE LIMITED', 'AIR FRANCE-KLM', 0.92, '20170721'), ('OCH-ZIFF MANAGEMENT EUROPE LIMITED', 'AIR FRANCE-KLM', 0.82, '20170802'), ('OCH-ZIFF MANAGEMENT EUROPELIMITED', 'AIR FRANCE-KLM', 0.73, '20170717'), ('OCH-ZIFF MANAGEMENT EUROPELIMITED', 'AIR FRANCE-KLM', 0.86, '20170718'), ('OCH-ZIFF MANAGEMENT EUROPELIMITED', 'AIR FRANCE-KLM', 1.04, '20170719'), ('OCH-ZIFF MANAGEMENT EUROPELIMITED', 'AIR FRANCE-KLM', 0.88, '20170720'), ('OCH-ZIFF MANAGEMENT EUROPELIMITED', 'AIR FRANCE-KLM', 0.92, '20170721'), ('OCH-ZIFF MANAGEMENT EUROPELIMITED', 'AIR FRANCE-KLM', 0.82, '20170802'), ('KAIROS INVESTMENT MANAGEMENT LIMITED', 'BOURBON', 0.71, '20170220'), ('KAIROS INVESTMENT MANAGEMENT LIMITED', 'BOURBON', 0.8, '20170322'), ('FIR TREE INC.', 'CASINO GUICHARD-PERRACHON', 0.62, '20170425'), ('OCEANIC OPPORTUNITIES MASTER FUND L.P.', 'CGG', 0.79, '20170329'), ('SUSQUEHANNA INTERNATIONAL HOLDINGS LLC', 'CGG', 0.72, '20170602'), ('SUSQUEHANNA INTERNATIONAL HOLDINGS LLC', 'CGG', 0.69, '20170605'), ('SUSQUEHANNA INTERNATIONAL HOLDINGS LLC', 'CGG', 0.75, '20170613'), ('SUSQUEHANNA INTERNATIONAL HOLDINGS LLC', 'CGG', 0.69, '20170703'), ('SUSQUEHANNA INTERNATIONAL HOLDINGS LLC', 'CGG', 0.7, '20170704'), ('SUSQUEHANNA INTERNATIONAL HOLDINGS LLC', 'CGG', 0.68, '20170705'), ('SUSQUEHANNA INTERNATIONAL HOLDINGS LLC', 'CGG', 0.72, '20170810'), ('SUSQUEHANNA INTERNATIONALHOLDINGS LLC', 'CGG', 0.72, '20170602'), ('SUSQUEHANNA INTERNATIONALHOLDINGS LLC', 'CGG', 0.69, '20170605'), ('SUSQUEHANNA INTERNATIONALHOLDINGS LLC', 'CGG', 0.75, '20170613'), ('SUSQUEHANNA INTERNATIONALHOLDINGS LLC', 'CGG', 0.69, '20170703'), ('SUSQUEHANNA INTERNATIONALHOLDINGS LLC', 'CGG', 0.7, '20170704'), ('SUSQUEHANNA INTERNATIONALHOLDINGS LLC', 'CGG', 0.68, '20170705'), ('SUSQUEHANNA INTERNATIONALHOLDINGS LLC', 'CGG', 0.72, '20170810'), ('DAVIDSON KEMPNER EUROPEAN PARTNERS, LLP', 'ELIS', 0.59, '20170608'), ('DAVIDSON KEMPNER EUROPEAN PARTNERS, LLP', 'ELIS', 0.69, '20170627'), ('DAVIDSON KEMPNER EUROPEAN PARTNERS, LLP', 'ELIS', 0.81, '20170628'), ('DAVIDSON KEMPNER EUROPEAN PARTNERS, LLP', 'ELIS', 0.96, '20170711'), ('DAVIDSON KEMPNER EUROPEAN PARTNERS, LLP', 'ELIS', 1.06, '20170712'), ('DAVIDSON KEMPNER EUROPEAN PARTNERS, LLP', 'ELIS', 1.1, '20170717'), ('DAVIDSON KEMPNER EUROPEANPARTNERS, LLP', 'ELIS', 0.59, '20170608'), ('DAVIDSON KEMPNER EUROPEANPARTNERS, LLP', 'ELIS', 0.69, '20170627'), ('DAVIDSON KEMPNER EUROPEANPARTNERS, LLP', 'ELIS', 0.81, '20170628'), ('DAVIDSON KEMPNER EUROPEANPARTNERS, LLP', 'ELIS', 0.96, '20170711'), ('DAVIDSON KEMPNER EUROPEANPARTNERS, LLP', 'ELIS', 1.06, '20170712'), ('DAVIDSON KEMPNER EUROPEANPARTNERS, LLP', 'ELIS', 1.1, '20170717'), ('CANADA PENSION PLAN INVESTMENT BOARD', 'EUTELSAT COMMUNICATIONS', 0.6, '20170510'), ('CANADA PENSION PLAN INVESTMENT BOARD', 'EUTELSAT COMMUNICATIONS', 0.8, '20170512'), ('CANADA PENSION PLAN INVESTMENT BOARD', 'EUTELSAT COMMUNICATIONS', 0.79, '20170605'), ('CANADA PENSION PLAN INVESTMENTBOARD', 'EUTELSAT COMMUNICATIONS', 0.6, '20170510'), ('CANADA PENSION PLAN INVESTMENTBOARD', 'EUTELSAT COMMUNICATIONS', 0.8, '20170512'), ('CANADA PENSION PLAN INVESTMENTBOARD', 'EUTELSAT COMMUNICATIONS', 0.79, '20170605'), ('ANCHORAGE CAPITAL MASTER OFFSHORE, LTD', 'GAZTRANSPORT ET TECHNIGAZ', 1.24, '20170214'), ('BLACKROCK INVESTMENT MANAGEMENT UK LIMITED', 'GAZTRANSPORT ET TECHNIGAZ', 2.0, '20170301'), ('BLACKROCK INVESTMENT MANAGEMENT UK LIMITED', 'GAZTRANSPORT ET TECHNIGAZ', 1.98, '20170727'), ('BLACKROCK INVESTMENT MANAGEMENTUK LIMITED', 'GAZTRANSPORT ET TECHNIGAZ', 1.98, '20170727'), ('MILLENNIUM INTERNATIONAL MANAGEMENT LP', 'GENFIT', 0.51, '20170602'), ('MILLENNIUM INTERNATIONAL MANAGEMENT LP', 'GENFIT', 0.61, '20170607'), ('MILLENNIUM INTERNATIONAL MANAGEMENT LP', 'GENFIT', 0.7, '20170623'), ('MILLENNIUM INTERNATIONAL MANAGEMENT LP', 'GENFIT', 0.69, '20170703'), ('MILLENNIUM INTERNATIONAL MANAGEMENT LP', 'GENFIT', 0.59, '20170712'), ('MILLENNIUM INTERNATIONALMANAGEMENT LP', 'GENFIT', 0.51, '20170602'), ('MILLENNIUM INTERNATIONALMANAGEMENT LP', 'GENFIT', 0.61, '20170607'), ('MILLENNIUM INTERNATIONALMANAGEMENT LP', 'GENFIT', 0.7, '20170623'), ('MILLENNIUM INTERNATIONALMANAGEMENT LP', 'GENFIT', 0.69, '20170703'), ('MILLENNIUM INTERNATIONALMANAGEMENT LP', 'GENFIT', 0.59, '20170712'), ('BLACKROCK INVESTMENT MANAGEMENT UK LIMITED', 'GUERBET', 0.5, '20170405'), ('BLACKROCK INVESTMENT MANAGEMENT UK LIMITED', 'INGENICO', 0.53, '20170612'), ('BLACKROCK INVESTMENT MANAGEMENT UK LIMITED', 'INGENICO', 0.61, '20170613'), ('BLACKROCK INVESTMENT MANAGEMENT UK LIMITED', 'INGENICO', 0.71, '20170727'), ('BLACKROCK INVESTMENT MANAGEMENTUK LIMITED', 'INGENICO', 0.53, '20170612'), ('BLACKROCK INVESTMENT MANAGEMENTUK LIMITED', 'INGENICO', 0.61, '20170613'), ('BLACKROCK INVESTMENT MANAGEMENTUK LIMITED', 'INGENICO', 0.71, '20170727'), ('MYRIAD OPPORTUNITIES MASTER FUND LIMITED', 'INGENICO', 0.56, '20170719'), ('MYRIAD OPPORTUNITIES MASTER FUNDLIMITED', 'INGENICO', 0.56, '20170719'), ('BLACKROCK INVESTMENT MANAGEMENT UK LIMITED', 'KORIAN', 0.52, '20170720'), ('BLACKROCK INVESTMENT MANAGEMENT UK LIMITED', 'KORIAN', 0.61, '20170725'), ('BLACKROCK INVESTMENT MANAGEMENT UK LIMITED', 'KORIAN', 0.59, '20170802'), ('BLACKROCK INVESTMENT MANAGEMENTUK LIMITED', 'KORIAN', 0.52, '20170720'), ('BLACKROCK INVESTMENT MANAGEMENTUK LIMITED', 'KORIAN', 0.61, '20170725'), ('BLACKROCK INVESTMENT MANAGEMENTUK LIMITED', 'KORIAN', 0.59, '20170802'), ('MILLENNIUM INTERNATIONAL MANAGEMENT LP', 'MERCIALYS', 0.64, '20170215'), ('MILLENNIUM INTERNATIONAL MANAGEMENT LP', 'MERCIALYS', 0.72, '20170217'), ('MILLENNIUM INTERNATIONAL MANAGEMENT LP', 'MERCIALYS', 0.8, '20170222'), ('MILLENNIUM INTERNATIONAL MANAGEMENT LP', 'MERCIALYS', 0.9, '20170314'), ('MILLENNIUM INTERNATIONAL MANAGEMENT LP', 'MERCIALYS', 0.89, '20170315'), ('MILLENNIUM INTERNATIONAL MANAGEMENT LP', 'MERCIALYS', 0.79, '20170322'), ('MILLENNIUM INTERNATIONAL MANAGEMENT LP', 'MERCIALYS', 0.69, '20170407'), ('MILLENNIUM INTERNATIONAL MANAGEMENT LP', 'MERCIALYS', 0.7, '20170612'), ('MILLENNIUM INTERNATIONALMANAGEMENT LP', 'MERCIALYS', 0.7, '20170612'), ('BLACKROCK INVESTMENT MANAGEMENT UK LIMITED', 'NATUREX', 0.56, '20170420'), ('BLACKROCK INVESTMENT MANAGEMENT UK LIMITED', 'NATUREX', 0.6, '20170710'), ('BLACKROCK INVESTMENT MANAGEMENTUK LIMITED', 'NATUREX', 0.6, '20170710'), ('BLACKROCK INVESTMENT MANAGEMENT UK LIMITED', 'NEOPOST S.A.', 0.51, '20170720'), ('BLACKROCK INVESTMENT MANAGEMENT UK LIMITED', 'NEOPOST S.A.', 0.61, '20170727'), ('BLACKROCK INVESTMENT MANAGEMENTUK LIMITED', 'NEOPOST S.A.', 0.51, '20170720'), ('BLACKROCK INVESTMENT MANAGEMENTUK LIMITED', 'NEOPOST S.A.', 0.61, '20170727'), ('OCH-ZIFF MANAGEMENT EUROPE LIMITED', 'NEOPOST S.A.', 0.58, '20170224'), ('OCH-ZIFF MANAGEMENT EUROPE LIMITED', 'NEOPOST S.A.', 0.61, '20170308'), ('OCH-ZIFF MANAGEMENT EUROPE LIMITED', 'NEOPOST S.A.', 0.72, '20170329'), ('OCH-ZIFF MANAGEMENT EUROPE LIMITED', 'NEOPOST S.A.', 0.69, '20170627'), ('OCH-ZIFF MANAGEMENT EUROPE LIMITED', 'NEOPOST S.A.', 0.7, '20170720'), ('OCH-ZIFF MANAGEMENT EUROPELIMITED', 'NEOPOST S.A.', 0.69, '20170627'), ('OCH-ZIFF MANAGEMENT EUROPELIMITED', 'NEOPOST S.A.', 0.7, '20170720'), ('JPMORGAN ASSET MANAGEMENT (UK) LIMITED', 'NEXANS', 0.53, '20170807'), ('JPMORGAN ASSET MANAGEMENT (UK)LIMITED', 'NEXANS', 0.53, '20170807'), ('QUANTITATIVE MANAGEMENT ASSOCIATES LLC', 'NEXANS', 0.0, '20170522'), ('QUANTITATIVE MANAGEMENTASSOCIATES LLC', 'NEXANS', 0.0, '20170522'), ('OCH-ZIFF MANAGEMENT EUROPE LIMITED', 'PIERRE ET VACANCES', 2.74, '20170214'), ('OCH-ZIFF MANAGEMENT EUROPE LIMITED', 'PIERRE ET VACANCES', 2.88, '20170307'), ('OCH-ZIFF MANAGEMENT EUROPE LIMITED', 'PIERRE ET VACANCES', 2.95, '20170308'), ('OCH-ZIFF MANAGEMENT EUROPE LIMITED', 'PIERRE ET VACANCES', 3.01, '20170313'), ('OCH-ZIFF MANAGEMENT EUROPE LIMITED', 'PIERRE ET VACANCES', 3.17, '20170317'), ('OCH-ZIFF MANAGEMENT EUROPE LIMITED', 'PIERRE ET VACANCES', 4.0, '20170523'), ('OCH-ZIFF MANAGEMENT EUROPE LIMITED', 'PIERRE ET VACANCES', 3.97, '20170524'), ('OCH-ZIFF MANAGEMENT EUROPE LIMITED', 'PIERRE ET VACANCES', 3.87, '20170530'), ('OCH-ZIFF MANAGEMENT EUROPE LIMITED', 'PIERRE ET VACANCES', 3.75, '20170601'), ('OCH-ZIFF MANAGEMENT EUROPE LIMITED', 'PIERRE ET VACANCES', 3.6, '20170602'), ('OCH-ZIFF MANAGEMENT EUROPE LIMITED', 'PIERRE ET VACANCES', 3.42, '20170605'), ('OCH-ZIFF MANAGEMENT EUROPE LIMITED', 'PIERRE ET VACANCES', 3.25, '20170606'), ('OCH-ZIFF MANAGEMENT EUROPE LIMITED', 'PIERRE ET VACANCES', 3.04, '20170607'), ('OCH-ZIFF MANAGEMENT EUROPE LIMITED', 'PIERRE ET VACANCES', 2.92, '20170608'), ('OCH-ZIFF MANAGEMENT EUROPE LIMITED', 'PIERRE ET VACANCES', 2.86, '20170612'), ('OCH-ZIFF MANAGEMENT EUROPE LIMITED', 'PIERRE ET VACANCES', 2.78, '20170614'), ('OCH-ZIFF MANAGEMENT EUROPE LIMITED', 'PIERRE ET VACANCES', 2.38, '20170619'), ('OCH-ZIFF MANAGEMENT EUROPE LIMITED', 'PIERRE ET VACANCES', 2.18, '20170620'), ('OCH-ZIFF MANAGEMENT EUROPE LIMITED', 'PIERRE ET VACANCES', 2.08, '20170622'), ('OCH-ZIFF MANAGEMENT EUROPE LIMITED', 'PIERRE ET VACANCES', 1.98, '20170626'), ('OCH-ZIFF MANAGEMENT EUROPE LIMITED', 'PIERRE ET VACANCES', 1.88, '20170628'), ('OCH-ZIFF MANAGEMENT EUROPE LIMITED', 'PIERRE ET VACANCES', 1.72, '20170630'), ('OCH-ZIFF MANAGEMENT EUROPE LIMITED', 'PIERRE ET VACANCES', 1.67, '20170703'), ('OCH-ZIFF MANAGEMENT EUROPE LIMITED', 'PIERRE ET VACANCES', 1.57, '20170705'), ('OCH-ZIFF MANAGEMENT EUROPE LIMITED', 'PIERRE ET VACANCES', 0.98, '20170713'), ('OCH-ZIFF MANAGEMENT EUROPE LIMITED', 'PIERRE ET VACANCES', 0.63, '20170726'), ('OCH-ZIFF MANAGEMENT EUROPE LIMITED', 'PIERRE ET VACANCES', 0.71, '20170731'), ('OCH-ZIFF MANAGEMENT EUROPELIMITED', 'PIERRE ET VACANCES', 4.0, '20170523'), ('OCH-ZIFF MANAGEMENT EUROPELIMITED', 'PIERRE ET VACANCES', 3.97, '20170524'), ('OCH-ZIFF MANAGEMENT EUROPELIMITED', 'PIERRE ET VACANCES', 3.87, '20170530'), ('OCH-ZIFF MANAGEMENT EUROPELIMITED', 'PIERRE ET VACANCES', 3.75, '20170601'), ('OCH-ZIFF MANAGEMENT EUROPELIMITED', 'PIERRE ET VACANCES', 3.6, '20170602'), ('OCH-ZIFF MANAGEMENT EUROPELIMITED', 'PIERRE ET VACANCES', 3.42, '20170605'), ('OCH-ZIFF MANAGEMENT EUROPELIMITED', 'PIERRE ET VACANCES', 3.25, '20170606'), ('OCH-ZIFF MANAGEMENT EUROPELIMITED', 'PIERRE ET VACANCES', 3.04, '20170607'), ('OCH-ZIFF MANAGEMENT EUROPELIMITED', 'PIERRE ET VACANCES', 2.92, '20170608'), ('OCH-ZIFF MANAGEMENT EUROPELIMITED', 'PIERRE ET VACANCES', 2.86, '20170612'), ('OCH-ZIFF MANAGEMENT EUROPELIMITED', 'PIERRE ET VACANCES', 2.78, '20170614'), ('OCH-ZIFF MANAGEMENT EUROPELIMITED', 'PIERRE ET VACANCES', 2.38, '20170619'), ('OCH-ZIFF MANAGEMENT EUROPELIMITED', 'PIERRE ET VACANCES', 2.18, '20170620'), ('OCH-ZIFF MANAGEMENT EUROPELIMITED', 'PIERRE ET VACANCES', 2.08, '20170622'), ('OCH-ZIFF MANAGEMENT EUROPELIMITED', 'PIERRE ET VACANCES', 1.98, '20170626'), ('OCH-ZIFF MANAGEMENT EUROPELIMITED', 'PIERRE ET VACANCES', 1.88, '20170628'), ('OCH-ZIFF MANAGEMENT EUROPELIMITED', 'PIERRE ET VACANCES', 1.72, '20170630'), ('OCH-ZIFF MANAGEMENT EUROPELIMITED', 'PIERRE ET VACANCES', 1.67, '20170703'), ('OCH-ZIFF MANAGEMENT EUROPELIMITED', 'PIERRE ET VACANCES', 1.57, '20170705'), ('OCH-ZIFF MANAGEMENT EUROPELIMITED', 'PIERRE ET VACANCES', 0.98, '20170713'), ('OCH-ZIFF MANAGEMENT EUROPELIMITED', 'PIERRE ET VACANCES', 0.63, '20170726'), ('OCH-ZIFF MANAGEMENT EUROPELIMITED', 'PIERRE ET VACANCES', 0.71, '20170731'), ('BLACKROCK INVESTMENT MANAGEMENT UK LIMITED', 'TECHNIPFMC PLC', 0.54, '20170616'), ('BLACKROCK INVESTMENT MANAGEMENTUK LIMITED', 'TECHNIPFMC PLC', 0.54, '20170616'), ('BOSTON PARTNERS GLOBAL INVESTORS INC', 'TELEVISION FRANCAISE 1', 0.96, '20170215'), ('BOSTON PARTNERS GLOBAL INVESTORS INC', 'TELEVISION FRANCAISE 1', 0.81, '20170217'), ('BOSTON PARTNERS GLOBAL INVESTORS INC', 'TELEVISION FRANCAISE 1', 0.97, '20170526'), ('BOSTON PARTNERS GLOBAL INVESTORS INC', 'TELEVISION FRANCAISE 1', 1.05, '20170707'), ('BOSTON PARTNERS GLOBAL INVESTORS INC', 'TELEVISION FRANCAISE 1', 1.1, '20170710'), ('BOSTON PARTNERS GLOBAL INVESTORS INC', 'TELEVISION FRANCAISE 1', 1.08, '20170726'), ('BOSTON PARTNERS GLOBAL INVESTORSINC', 'TELEVISION FRANCAISE 1', 0.96, '20170215'), ('BOSTON PARTNERS GLOBAL INVESTORSINC', 'TELEVISION FRANCAISE 1', 0.81, '20170217'), ('BOSTON PARTNERS GLOBAL INVESTORSINC', 'TELEVISION FRANCAISE 1', 0.97, '20170526'), ('BOSTON PARTNERS GLOBAL INVESTORSINC', 'TELEVISION FRANCAISE 1', 1.05, '20170707'), ('BOSTON PARTNERS GLOBAL INVESTORSINC', 'TELEVISION FRANCAISE 1', 1.1, '20170710'), ('BOSTON PARTNERS GLOBAL INVESTORSINC', 'TELEVISION FRANCAISE 1', 1.08, '20170726'), ('BLACKROCK INVESTMENT MANAGEMENT UK LIMITED', 'VALLOUREC', 0.63, '20170803'), ('BLACKROCK INVESTMENT MANAGEMENT UK LIMITED', 'VALLOUREC', 0.78, '20170804'), ('BLACKROCK INVESTMENT MANAGEMENTUK LIMITED', 'VALLOUREC', 0.63, '20170803'), ('BLACKROCK INVESTMENT MANAGEMENTUK LIMITED', 'VALLOUREC', 0.78, '20170804'), ('BOSTON PARTNERS GLOBAL INVESTORS INC', 'VALLOUREC', 0.59, '20170522'), ('BOSTON PARTNERS GLOBAL INVESTORS INC', 'VALLOUREC', 0.64, '20170526'), ('BOSTON PARTNERS GLOBAL INVESTORS INC', 'VALLOUREC', 0.81, '20170601'), ('BOSTON PARTNERS GLOBAL INVESTORS INC', 'VALLOUREC', 0.94, '20170615'), ('BOSTON PARTNERS GLOBAL INVESTORS INC', 'VALLOUREC', 0.72, '20170810'), ('BOSTON PARTNERS GLOBAL INVESTORS INC', 'VALLOUREC', 0.51, '20170811'), ('BOSTON PARTNERS GLOBAL INVESTORSINC', 'VALLOUREC', 0.59, '20170522'), ('BOSTON PARTNERS GLOBAL INVESTORSINC', 'VALLOUREC', 0.64, '20170526'), ('BOSTON PARTNERS GLOBAL INVESTORSINC', 'VALLOUREC', 0.81, '20170601'), ('BOSTON PARTNERS GLOBAL INVESTORSINC', 'VALLOUREC', 0.94, '20170615'), ('BOSTON PARTNERS GLOBAL INVESTORSINC', 'VALLOUREC', 0.72, '20170810'), ('BOSTON PARTNERS GLOBAL INVESTORSINC', 'VALLOUREC', 0.51, '20170811')]

Rows before: 1552

holder: BLACKROCK INVESTMENT MANAGEMENT UK LIMITED // issuer: AIR FRANCE-KLM // date: 20170301
Short interest: 1.53 vs 1.53
Alert: Same SI!! Only delete 1..
Deleting SI: 1.53
holder: BLACKROCK INVESTMENT MANAGEMENT UK LIMITED // issuer: AIR FRANCE-KLM // date: 20170306
Short interest: 1.39 vs 1.39
Alert: Same SI!! Only delete 1..
Deleting SI: 1.39
holder: BLACKROCK INVESTMENT MANAGEMENT UK LIMITED // issuer: AIR FRANCE-KLM // date: 20170308
Short interest: 1.08 vs 1.08
Alert: Same SI!! Only delete 1..
Deleting SI: 1.08
holder: BLACKROCK INVESTMENT MANAGEMENT UK LIMITED // issuer: AIR FRANCE-KLM // date: 20170309
Short interest: 0.98 vs 0.98
Alert: Same SI!! Only delete 1..
Deleting SI: 0.98
holder: BLACKROCK INVESTMENT MANAGEMENT UK LIMITED // issuer: AIR FRANCE-KLM // date: 20170426
Short interest: 1.0 vs 1.0
Alert: Same SI!! Only delete 1..
Deleting SI: 1.0
holder: BLACKROCK INVESTMENT MANAGEMENT UK LIMITED // issuer: AIR FRANCE-KLM // date: 20170512
Short interest: 0.99 vs 0.99
Alert: Same SI!! Only delete 1..
Deleting SI: 0.99
holder: BLACKROCK INVESTMENT MANAGEMENT UK LIMITED // issuer: AIR FRANCE-KLM // date: 20170516
Short interest: 1.01 vs 1.01
Alert: Same SI!! Only delete 1..
Deleting SI: 1.01
holder: BLACKROCK INVESTMENT MANAGEMENT UK LIMITED // issuer: AIR FRANCE-KLM // date: 20170525
Short interest: 0.96 vs 0.96
Alert: Same SI!! Only delete 1..
Deleting SI: 0.96
holder: BLACKROCK INVESTMENT MANAGEMENT UK LIMITED // issuer: AIR FRANCE-KLM // date: 20170602
Short interest: 0.86 vs 0.86
Alert: Same SI!! Only delete 1..
Deleting SI: 0.86
holder: BLACKROCK INVESTMENT MANAGEMENT UK LIMITED // issuer: AIR FRANCE-KLM // date: 20170613
Short interest: 0.77 vs 0.77
Alert: Same SI!! Only delete 1..
Deleting SI: 0.77
holder: BLACKROCK INVESTMENT MANAGEMENT UK LIMITED // issuer: AIR FRANCE-KLM // date: 20170614
Short interest: 0.44 vs 0.44
Alert: Same SI!! Only delete 1..
Deleting SI: 0.44
holder: BLACKROCK INVESTMENT MANAGEMENTUK LIMITED // issuer: AIR FRANCE-KLM // date: 20170512
Short interest: 0.99 vs 0.99
Alert: Same SI!! Only delete 1..
Deleting SI: 0.99
holder: BLACKROCK INVESTMENT MANAGEMENTUK LIMITED // issuer: AIR FRANCE-KLM // date: 20170516
Short interest: 1.01 vs 1.01
Alert: Same SI!! Only delete 1..
Deleting SI: 1.01
holder: BLACKROCK INVESTMENT MANAGEMENTUK LIMITED // issuer: AIR FRANCE-KLM // date: 20170525
Short interest: 0.96 vs 0.96
Alert: Same SI!! Only delete 1..
Deleting SI: 0.96
holder: BLACKROCK INVESTMENT MANAGEMENTUK LIMITED // issuer: AIR FRANCE-KLM // date: 20170602
Short interest: 0.86 vs 0.86
Alert: Same SI!! Only delete 1..
Deleting SI: 0.86
holder: BLACKROCK INVESTMENT MANAGEMENTUK LIMITED // issuer: AIR FRANCE-KLM // date: 20170613
Short interest: 0.77 vs 0.77
Alert: Same SI!! Only delete 1..
Deleting SI: 0.77
holder: BLACKROCK INVESTMENT MANAGEMENTUK LIMITED // issuer: AIR FRANCE-KLM // date: 20170614
Short interest: 0.44 vs 0.44
Alert: Same SI!! Only delete 1..
Deleting SI: 0.44
holder: OCH-ZIFF MANAGEMENT EUROPE LIMITED // issuer: AIR FRANCE-KLM // date: 20170717
Short interest: 0.73 vs 0.73
Alert: Same SI!! Only delete 1..
Deleting SI: 0.73
holder: OCH-ZIFF MANAGEMENT EUROPE LIMITED // issuer: AIR FRANCE-KLM // date: 20170718
Short interest: 0.86 vs 0.86
Alert: Same SI!! Only delete 1..
Deleting SI: 0.86
holder: OCH-ZIFF MANAGEMENT EUROPE LIMITED // issuer: AIR FRANCE-KLM // date: 20170719
Short interest: 1.04 vs 1.04
Alert: Same SI!! Only delete 1..
Deleting SI: 1.04
holder: OCH-ZIFF MANAGEMENT EUROPE LIMITED // issuer: AIR FRANCE-KLM // date: 20170720
Short interest: 0.88 vs 0.88
Alert: Same SI!! Only delete 1..
Deleting SI: 0.88
holder: OCH-ZIFF MANAGEMENT EUROPE LIMITED // issuer: AIR FRANCE-KLM // date: 20170721
Short interest: 0.92 vs 0.92
Alert: Same SI!! Only delete 1..
Deleting SI: 0.92
holder: OCH-ZIFF MANAGEMENT EUROPE LIMITED // issuer: AIR FRANCE-KLM // date: 20170802
Short interest: 0.82 vs 0.82
Alert: Same SI!! Only delete 1..
Deleting SI: 0.82
holder: OCH-ZIFF MANAGEMENT EUROPELIMITED // issuer: AIR FRANCE-KLM // date: 20170717
Short interest: 0.73 vs 0.73
Alert: Same SI!! Only delete 1..
Deleting SI: 0.73
holder: OCH-ZIFF MANAGEMENT EUROPELIMITED // issuer: AIR FRANCE-KLM // date: 20170718
Short interest: 0.86 vs 0.86
Alert: Same SI!! Only delete 1..
Deleting SI: 0.86
holder: OCH-ZIFF MANAGEMENT EUROPELIMITED // issuer: AIR FRANCE-KLM // date: 20170719
Short interest: 1.04 vs 1.04
Alert: Same SI!! Only delete 1..
Deleting SI: 1.04
holder: OCH-ZIFF MANAGEMENT EUROPELIMITED // issuer: AIR FRANCE-KLM // date: 20170720
Short interest: 0.88 vs 0.88
Alert: Same SI!! Only delete 1..
Deleting SI: 0.88
holder: OCH-ZIFF MANAGEMENT EUROPELIMITED // issuer: AIR FRANCE-KLM // date: 20170721
Short interest: 0.92 vs 0.92
Alert: Same SI!! Only delete 1..
Deleting SI: 0.92
holder: OCH-ZIFF MANAGEMENT EUROPELIMITED // issuer: AIR FRANCE-KLM // date: 20170802
Short interest: 0.82 vs 0.82
Alert: Same SI!! Only delete 1..
Deleting SI: 0.82
holder: KAIROS INVESTMENT MANAGEMENT LIMITED // issuer: BOURBON // date: 20170220
Short interest: 0.71 vs 0.71
Alert: Same SI!! Only delete 1..
Deleting SI: 0.71
holder: KAIROS INVESTMENT MANAGEMENT LIMITED // issuer: BOURBON // date: 20170322
Short interest: 0.8 vs 0.8
